! | OTHER 3 OTHER: 5
% | PERSON 9 OTHER 48 OTHER: 88
&ur; | OTHER 1
cutting | OTHER 1
cyber | OTHER: 1
cyberspace | OTHER 3 OTHER: 1
cycle | OTHER 3 OTHER: 1
cyclical | OTHER: 1
cyclists | PERSON 1 OTHER 1
cyclones | OTHER 1
cylinder | OTHER 5
cynicism | OTHER 3 OTHER: 2
cynics | PERSON: 1
czar | PERSON 3
czarist | OTHER 1
d | OTHER 1
d.o.t. | ORGANIZATION 1
da | OTHER 1
dad | PERSON 2 PERSON: 1
daddy | PERSON 3
dailies | ORGANIZATION:Commercial 1
daily | ORGANIZATION 1 OTHER 4
dal | OTHER: 2
dale | OTHER 1
dam | PERSON 1 FACILITY 2
damage | OTHER 32 OTHER: 7
damaged | OTHER 1
damages | OTHER 5 OTHER: 1
damnation | OTHER 1
dams | FACILITY 1 OTHER 1
dance | OTHER 4
dancer | PERSON 5
dancers | PERSON 3
dances | OTHER 2
dancing | OTHER 3
danes | GPE 1
danger | OTHER 24 OTHER: 6
dangers | OTHER 2 OTHER: 1
daring | OTHER 1
dark | OTHER 3
darkness | OTHER 4 OTHER: 1
darling | PERSON 1
dashes | OTHER: 1
data | OTHER 15 OTHER: 14
database | OTHER 2
date | PERSON 1 OTHER 28 OTHER: 4
dateline | OTHER 1
dates | OTHER 6
daughter | PERSON 21 PERSON: 3 OTHER: 3
daughters | PERSON 5 PERSON: 1
dawn | OTHER 3 OTHER: 2
day | OTHER 254 OTHER: 86
day. | OTHER 1
daylight | OTHER 5
days | OTHER 206 OTHER: 70
daytime | OTHER 1
dc | OTHER 1
dead | PERSON 1 PERSON: 1 OTHER 1
deadline | OTHER 17 OTHER: 15
deadlines | OTHER 2
deadlock | OTHER 3 OTHER: 1
deadlocked | OTHER 1
deal | OTHER 164 OTHER: 22
dealer | ORGANIZATION 1 PERSON 6
dealers | PERSON 4
dealership | ORGANIZATION 5 FACILITY 3
dealerships | ORGANIZATION 1
dealing | OTHER 1
dealings | OTHER 5
deals | OTHER 29 OTHER: 6
dean | PERSON 3 PERSON: 1
dear | OTHER 1
dearth | OTHER 1
death | OTHER 72 OTHER: 8
deaths | OTHER 23 OTHER: 12
debacle | OTHER 2
debate | OTHER 38 OTHER: 21
debris | OTHER 8
debt | OTHER 36 OTHER: 7
debtors | ORGANIZATION 4
debts | OTHER 23
debut | OTHER 3 OTHER: 1
debuts | OTHER 1
dec. | OTHER 22 OTHER: 11
decade | OTHER 24 OTHER: 11
decades | OTHER 46 OTHER: 14
decay | OTHER 1
deceased | PERSON: 1
december | OTHER 42 OTHER: 12
decency | OTHER: 1
deception | OTHER 6
decimalization | OTHER: 1
decision | OTHER 146 OTHER: 56
decisions | OTHER 33 OTHER: 14
deck | OTHER 7
decks | OTHER 1
declaration | OTHER 8 OTHER: 3
decline | OTHER 14 OTHER: 3
declines | OTHER 2
decommissioning | OTHER 1
decoration | OTHER: 1
decorations | OTHER 3
decrease | OTHER 2 OTHER: 1
decreases | OTHER: 1
decree | OTHER 3 OTHER: 1
decrees | OTHER 1
dedication | OTHER 2
deductible | OTHER 1
deductibles | OTHER 3
deduction | OTHER: 4
deductions | OTHER 4 OTHER: 3
deed | OTHER 1
deeds | OTHER 2
deep | OTHER: 1
deepened | OTHER 2
deer | OTHER 1 OTHER: 4
defamation | OTHER 1
defeat | OTHER 4 OTHER: 3
defeats | OTHER 1 OTHER: 1
defection | OTHER 1
defections | OTHER 1
defector | OTHER 1
defectors | ORGANIZATION 1
defects | OTHER 2 OTHER: 2
defendant | ORGANIZATION:Commercial 2 PERSON 1 OTHER 1
defendants | PERSON 9 PERSON: 4 OTHER 3
defender | PERSON 4
defenders | PERSON 2
defense | ORGANIZATION:Government 1 ORGANIZATION 3 PERSON 9 PERSON: 3 OTHER 31 OTHER: 1
defenses | OTHER 2
defensive | OTHER: 2
defiance | OTHER 4
deficit | OTHER 7 OTHER: 12
deficits | OTHER 1 OTHER: 1
definition | OTHER 3 OTHER: 1
definitions | OTHER 2
deflation | OTHER 4
deformities | OTHER 1
degeneration | OTHER: 1
degradation | OTHER 2 OTHER: 1
degree | OTHER 5 OTHER: 6
degrees | OTHER 5 OTHER: 2
delay | OTHER 11 OTHER: 3
delays | OTHER 7 OTHER: 15
delectables | OTHER: 1
delegate | PERSON 1 OTHER 1
delegates | PERSON 9 PERSON: 2 ORGANIZATION 1
delegation | ORGANIZATION 1 PERSON 14 PERSON: 11 OTHER 1 OTHER: 1
delegations | ORGANIZATION 1 PERSON 5 PERSON: 2 OTHER: 2
deliberation | OTHER: 1
deliberations | OTHER 1 OTHER: 1
delightful | OTHER 2
deliveries | OTHER 1
delivery | OTHER 5 OTHER: 3
deliveryman | PERSON 1
delta | LOCATION 9 OTHER 3 OTHER: 1
deluge | OTHER 1
delusional | OTHER 1
delusions | OTHER 1
demand | OTHER 25 OTHER: 19
demands | OTHER 28 OTHER: 6
demarcation | OTHER 2
demeanor | OTHER 4
dementia | OTHER: 1
demise | OTHER 4 OTHER: 1
democracies | GPE:Nation 1 GPE 1
democracy | GPE:Nation 4 GPE 3 OTHER 27 OTHER: 13
democracy. .. | OTHER 1
democrat | PERSON 5 PERSON: 1 OTHER 1
democratic | ORGANIZATION 1
democratic basis. .. | OTHER 1
democrats | ORGANIZATION 18 ORGANIZATION:Other 2 PERSON 30 PERSON: 14
demographer | PERSON 1
demolition | OTHER 5
demonstration | OTHER 19 OTHER: 4
demonstrations | OTHER 19 OTHER: 3
demonstrators | PERSON 22 PERSON: 6 OTHER 1 OTHER: 1
demoralized | OTHER 1
den | LOCATION:Land-Region-Natural 1
denial | OTHER 9
denials | OTHER 2
denominations | OTHER 1
denouement | OTHER: 1
densitometers | OTHER 1
dent | OTHER 2
denunciation | OTHER 1
denunciations | OTHER 2
departed | OTHER: 1
department | ORGANIZATION:Government 3 ORGANIZATION:Commercial 1 ORGANIZATION 25 ORGANIZATION:Educational 1 OTHER 8
departments | ORGANIZATION:Government 1 ORGANIZATION 3
departure | OTHER 12
departures | OTHER 1
depended | OTHER: 1
dependence | OTHER 1 OTHER: 2
dependency | OTHER 1
dependent | OTHER 1
dependents | PERSON 1
deployment | OTHER 12
deployments | OTHER 1
deportation | OTHER 1
deposit | OTHER 1
deposition | OTHER 8
deposits | OTHER 11 OTHER: 2
depot | FACILITY 1 OTHER 1
depreciation | OTHER 1
depression | OTHER 8 OTHER: 2
deprivation | OTHER 1
depth | OTHER 9 OTHER: 6
depths | LOCATION 1 OTHER 2
deputies | PERSON 5 PERSON: 1
deputy | PERSON 2 OTHER 4 OTHER: 1
deregulated | OTHER 1
deregulation | OTHER 1 OTHER: 1
derivatives | OTHER 1
descendants | PERSON 2 GPE 1
descent | OTHER 1
description | OTHER 4 OTHER: 2
descriptions | OTHER 2
desert | LOCATION 1
design | OTHER 9
designated | OTHER: 1
designer | PERSON 4 PERSON: 3 OTHER 2
designers | PERSON 5
designs | OTHER 4 OTHER: 1
desirability | OTHER 1
desire | OTHER 15 OTHER: 6
desires | OTHER 2
desk | OTHER 13 OTHER: 2
desolation | OTHER: 1
desperate | OTHER 1
desperation | OTHER: 1
despicable | OTHER 2
despondency | OTHER: 1
dessert | OTHER 1
desserts | OTHER 3
dest | OTHER 1
destination | GPE 3 LOCATION 4 OTHER 1 OTHER: 1
destinations | LOCATION 1
destiny | OTHER 4 OTHER: 2
destroyer | VEH:Water 1 OTHER 18
destruction | OTHER 27 OTHER: 3
detail | PERSON: 1 OTHER 3
details | OTHER 46 OTHER: 8
detained | OTHER 1
detainees | PERSON 2 PERSON: 1
detection | OTHER 4
detective | PERSON 4
detectives | PERSON 11
detectors | OTHER 1
detention | OTHER 6
detentions | OTHER: 1
deterioration | OTHER 1 OTHER: 1
determination | OTHER 4 OTHER: 1
deterrent | OTHER 1 OTHER: 2
detonated | OTHER 1
detour | OTHER 1
detractors | PERSON: 1
devaluation | OTHER 6 OTHER: 1
devastated | OTHER 1
devastation | OTHER 1
developer | PERSON: 2
developers | ORGANIZATION 1 PERSON 1
development | OTHER 39 OTHER: 29
developments | FACILITY 1 OTHER 10 OTHER: 5
deviation | OTHER 1
device | WEA:Exploding 1 OTHER 9 OTHER: 2
devices | OTHER 11 OTHER: 3
devotion | OTHER 1 OTHER: 1
dhabas | ORGANIZATION:Commercial 1
diabetes | OTHER: 3
diabetics | PERSON: 2
diagnosis | OTHER 1
diagram | OTHER: 1
diagrams | OTHER 1
dial | OTHER 3
dialect | OTHER 2
dialogue | OTHER 16 OTHER: 3
dialysis | OTHER 3
diamond | FACILITY 1
diamonds | OTHER 1
diapers | OTHER: 1
diaries | OTHER: 1
diary | OTHER: 5
diaspora | PERSON: 1 OTHER 2
dichotomy | OTHER: 1
dictates | OTHER 2
dictator | PERSON 3 PERSON: 1
dictators | PERSON 2
dictatorship | ORGANIZATION 1 GPE:Other 1 OTHER 3
dictatorships | OTHER 1
dictionary | OTHER 2
diet | OTHER 3
dieter | OTHER 1
dieticians | PERSON 1
diets | OTHER 1
difference | OTHER 23 OTHER: 13
differences | OTHER 17 OTHER: 10
different | OTHER 3
difficulties | OTHER 7 OTHER: 3
difficulty | OTHER 6 OTHER: 3
digestion | OTHER 2
digging | OTHER 2
digits | OTHER 4
dignitaries | PERSON 2 PERSON: 1
dignity | OTHER 4
dike | FACILITY 1
dilemma | OTHER 7 OTHER: 1
dilemmas | OTHER 3
dilution | OTHER 1
dim | OTHER: 1
dime | OTHER 1 OTHER: 1
diminishment | OTHER 2
dimples | OTHER 1
diner | PERSON 2
diners | PERSON 4 FACILITY:Building 1
dinner | OTHER 20 OTHER: 1
dinner-party | OTHER 2
dinners | OTHER 1 OTHER: 1
dinosaurs | OTHER 1 OTHER: 9
dioceses | LOCATION 1
diodes | OTHER 1
dioxide | OTHER 2
dip | OTHER 1 OTHER: 1
diploma | OTHER 1
diplomacy | OTHER 19
diplomat | PERSON 24
diplomats | PERSON 27 PERSON: 2
direction | OTHER 23 OTHER: 2
directions | OTHER 5
directives | OTHER 1
director | PERSON 60 PERSON: 22 OTHER 13 OTHER: 1
directories | OTHER: 1
directors | PERSON 5 PERSON: 2 OTHER 2
dirt | OTHER 2
dirtier | OTHER: 1
disabilities | OTHER: 1
disability | OTHER 1 OTHER: 1
disabled | OTHER: 1
disadvantage | OTHER: 3
disagreement | OTHER 3 OTHER: 1
disagreements | OTHER 1
disappearance | OTHER 14
disappointment | OTHER: 1
disappointments | OTHER 1
disapproval | OTHER 1
disarmament | OTHER 3
disarray | OTHER 1
disaster | OTHER 40 OTHER: 1
disasters | OTHER 3 OTHER: 1
disastrous | OTHER 1
disbelief | OTHER 1
disc | OTHER 1
discipline | OTHER 6
disciplines | OTHER 7
disclosed. | OTHER 1
disclosure | OTHER 3 OTHER: 6
disclosures | OTHER 2 OTHER: 1
discomfort | OTHER 2
discontent | OTHER 1 OTHER: 1
discord | OTHER: 2
discount | OTHER: 1
discounts | OTHER 1
discoveries | OTHER 2
discovery | OTHER 6 OTHER: 1
discrepancy | OTHER 1
discretion | OTHER 3 OTHER: 3
discrimination | OTHER 6 OTHER: 1
discussion | OTHER 16 OTHER: 4
discussions | OTHER 30 OTHER: 4
disease | OTHER 24 OTHER: 25
diseases | OTHER 3 OTHER: 1
disenchantment | OTHER 2
disenfranchisement | OTHER: 1
disgrace | OTHER 3
disgust | OTHER 1
disgusted | OTHER 1
dish | OTHER 3 OTHER: 4
dishes | OTHER 6 OTHER: 1
disinformation | OTHER 1
disingenuousness | OTHER 1
dislike | OTHER 1 OTHER: 1
dismay | OTHER 1 OTHER: 2
dismembered | OTHER 1
dismissal | OTHER 3
dismissals | OTHER 1
dismissively | OTHER 1
dismisssed | OTHER: 1
disorder | OTHER 1 OTHER: 1
disparities | OTHER 1
disparity | OTHER: 1
dispatch | OTHER 1
dispatchers | PERSON 1
display | OTHER 4 OTHER: 5
displays | OTHER 3
displeasure | OTHER 1
disposal | OTHER: 1
disposition | OTHER: 1
dispute | OTHER 27 OTHER: 16
disputed | OTHER: 2
disputes | OTHER 17 OTHER: 1
disqualification | OTHER 1
disregard | OTHER 1
disrepair | OTHER 1
disruption | OTHER 2 OTHER: 1
disruptions | OTHER 2 OTHER: 4
dissatisfactory | OTHER 1
dissemination | OTHER 2
dissent | OTHER 7 OTHER: 1
disservice | OTHER 1
dissidence | OTHER 1
dissident | PERSON 2
dissidents | PERSON 12
distance | OTHER 7
distaste | OTHER 1
distillery | OTHER 1
distinction | OTHER 4 OTHER: 1
distortions | OTHER 1
distraction | PERSON: 1 OTHER 3 OTHER: 2
distractions | OTHER 1
distress | OTHER 3
distribution | OTHER 8 OTHER: 2
distributor | PERSON 1 OTHER: 1
distributors | ORGANIZATION:Commercial 1 ORGANIZATION 5
district | ORGANIZATION 5 GPE:County-or-District 4 GPE 11 LOCATION:Region-Local 5 LOCATION 7 OTHER 4 OTHER: 2
districts | ORGANIZATION 1 GPE:County-or-District 3 GPE 4 LOCATION:Region-Local 1 OTHER: 2
disturbance | OTHER 1
ditch | LOCATION 1 OTHER 1
diva | PERSON: 1
dive | OTHER 1
divers | PERSON 95
diversification | OTHER: 1
diversion | OTHER 2 OTHER: 2
diversions | OTHER 1 OTHER: 2
diversity | OTHER 2 OTHER: 1
dives | PERSON 1
divide | OTHER 1
dividend | OTHER: 1
dividends | OTHER 3 OTHER: 1
dividers | PERSON: 1
divides | OTHER: 1
division | PERSON 1 ORGANIZATION:Government 4 ORGANIZATION:Commercial 6 ORGANIZATION 23 ORGANIZATION:Other 2 OTHER 11 OTHER: 3
divisions | ORGANIZATION:Commercial 1 ORGANIZATION 2 OTHER 6 OTHER: 1
divorce | OTHER: 1
dlrs 1 million | OTHER 1
dlrs 1.25 million | OTHER 1
dlrs 1.6 million | OTHER 1
dlrs 100 million | OTHER 1
dlrs 100,000 | OTHER 1
dlrs 104.6 4 billion | OTHER 1
dlrs 11,000 | OTHER 1
dlrs 115 million | OTHER 1
dlrs 14 billion | OTHER 1
dlrs 141 million | OTHER 1
dlrs 155 | OTHER 1
dlrs 180 million | OTHER 1
dlrs 2 billion | OTHER 1
dlrs 2.2 million | OTHER 1
dlrs 2.5 billion | OTHER 1
dlrs 20 million | OTHER 1
dlrs 200,000 | OTHER 1
dlrs 225,000 | OTHER 1
dlrs 26.50 | OTHER 1
dlrs 27 million | OTHER 1
dlrs 300 million | OTHER 1
dlrs 4.1 billion | OTHER 1
dlrs 450 million | OTHER 1
dlrs 490 million | OTHER 1
dlrs 5 million | OTHER 1
dlrs 5.2 billion | OTHER 1
dlrs 69,000 | OTHER 1
dlrs 720 million | OTHER 1
dlrs 800 million | OTHER 1
dna | OTHER: 2
dock | FACILITY 2 FACILITY:Other 2 OTHER 1
docket | OTHER: 2
dockets | OTHER 1
docks | FACILITY:Bounded-Area 1 FACILITY:Other 1 OTHER 1
doctor | PERSON 10 PERSON: 4
doctorate | OTHER 1
doctors | PERSON 56 PERSON: 16
doctrine | OTHER 1
doctrines | OTHER 1
document | OTHER 8 OTHER: 3
documentaries | OTHER 1 OTHER: 1
documentary | OTHER 1
documents | OTHER 25 OTHER: 3
dodge | OTHER 1
dog | PERSON: 1 OTHER 6 OTHER: 2
dogs | OTHER 8 OTHER: 3
doll | OTHER 1 OTHER: 4
dollar | OTHER 23 OTHER: 7
dollarization | OTHER: 4
dollars | OTHER 118 OTHER: 112
dolls | OTHER 1 OTHER: 1
domain | OTHER 4
domains | OTHER 2
dome | LOCATION:Land-Region-Natural 2
dominance | OTHER 2 OTHER: 3
dominated | OTHER: 1
domination | OTHER 3
dominos | OTHER 1
donation | OTHER 4
donations | OTHER 3
done | OTHER 2
donor | PERSON 3
donors | ORGANIZATION 3 PERSON 4 PERSON: 2
donuts | OTHER 1
door | FACILITY 1 OTHER 31 OTHER: 5
doorman | OTHER 1
doormen | PERSON 1
doors | OTHER 16 OTHER: 4
doorsteps | OTHER 1
doorway | OTHER 4
dopamine | OTHER: 2
dormitory | FACILITY 3
dose | OTHER 2 OTHER: 1
double | OTHER 1 OTHER: 1
double-edged | OTHER 1
doubles | OTHER 1 OTHER: 1
doubt | OTHER 24 OTHER: 7
doubters | PERSON 1
doubts | OTHER 11 OTHER: 5
doves | PERSON 1 OTHER 1
dovish | OTHER: 1
dovishness | OTHER: 1
downfall | OTHER 1
downhillers | PERSON 1
download | OTHER 1
downloading | OTHER 2
downpour | OTHER 1
downs | OTHER 1
downside | OTHER 1 OTHER: 1
downtowns | LOCATION 1
downturn | OTHER 3 OTHER: 1
doyens | ORGANIZATION:Other 1
dozen | OTHER 2
dozens | ORGANIZATION 1 PERSON 6 FACILITY 1 LOCATION 2 OTHER 14 OTHER: 7
dr. | PERSON: 14 OTHER: 1
draft | OTHER 11 OTHER: 6
drafters | PERSON 1
drag | OTHER 1
dragon | OTHER: 1
drain | OTHER 2
drama | OTHER 10 OTHER: 1
dramas | OTHER 1
draw | FACILITY 1 OTHER 7
drawbacks | OTHER 1
drawer | OTHER 1
drawing | OTHER 2
dread | OTHER 1
dream | OTHER 13 OTHER: 6
dreams | OTHER 4 OTHER: 2
dreamscape | OTHER 1
drenched | OTHER: 1
drenching | OTHER 1
dress | OTHER 8
dresser | OTHER 1
dresses | OTHER 3
dried | OTHER 1
drift | OTHER 3
drill | OTHER 1
drink | OTHER 4 OTHER: 2
drinking | OTHER 7
drinks | OTHER 2
drive | OTHER 12 OTHER: 1
driver | PERSON 24
drivers | PERSON 17 PERSON: 3 OTHER 1
drives | OTHER: 1
driveway | FACILITY 1
drizzle | OTHER 1
drop | OTHER 16 OTHER: 4
droppings | OTHER 1
drops | OTHER 1
drought | OTHER 2 OTHER: 1
drownings | OTHER 1
drubbing | OTHER 1
drug | OTHER 26 OTHER: 3
drugmakers | ORGANIZATION:Commercial 1
drugs | OTHER 38 OTHER: 10
drum | OTHER: 1
drumbeat | OTHER 1
drunk | OTHER 1
dryly | OTHER 2
duck | OTHER: 1
duds | OTHER 1
duel | OTHER 1 OTHER: 1
dull | OTHER: 1
dullard | PERSON 1
dumps | OTHER 1
dumpsters | OTHER 1
dune | OTHER 1
duo | PERSON 1 PERSON: 1
duplication | OTHER 1
duration | OTHER: 1
dusk | OTHER 1 OTHER: 1
dust | OTHER 10
dustbin | OTHER: 1
duties | OTHER 4 OTHER: 2
duty | OTHER 14 OTHER: 4
dwelling | OTHER 1
dynamic | OTHER 3
dynamics | OTHER 1
dynamism | OTHER 1
e | PERSON 1 OTHER 1
ea | OTHER 1
each | VEH:Air 1 ORGANIZATION:Government 1 ORGANIZATION 3 PERSON 7 PERSON: 1 GPE 5 OTHER 17 OTHER: 9
eagle | OTHER 3 OTHER: 2
ear | OTHER 2 OTHER: 1
earl | OTHER: 1
earlier | OTHER 2 OTHER: 2
earlier one | OTHER 1
early | OTHER 3 OTHER: 3
early 1992 | OTHER 1
early 1993 | OTHER 2
early 1998 | OTHER 1
earners | PERSON: 1 OTHER 1
earnestness | OTHER 1
earnings | OTHER 19 OTHER: 11
ears | OTHER 2 OTHER: 2
earth | LOCATION 5 LOCATION:Celestial 1 OTHER 2
earthquake | OTHER 4
ease | OTHER 2
east | OTHER 4
easterners | PERSON: 1
easy | OTHER 1 OTHER: 1
easy 6 | OTHER 1
eatery | ORGANIZATION 1
ebb | OTHER 1
echelon | PERSON 2
eclipse | OTHER 2
economic | OTHER 1
economics | OTHER 5 OTHER: 1
economies | OTHER 9 OTHER: 5
economist | PERSON 9 PERSON: 2
economists | PERSON 10 PERSON: 10
economy | OTHER 96 OTHER: 71
ecosystem | OTHER 1
ed | OTHER 1
edge | OTHER 14 OTHER: 6
edges | OTHER 4
edict | OTHER 1
edicts | OTHER 2
edition | OTHER 9 OTHER: 6
editions | OTHER 2 OTHER: 2
editor | PERSON 8 PERSON: 6 OTHER 4 OTHER: 1
editorial | OTHER 9 OTHER: 6
editorials | OTHER 2 OTHER: 1
editors | PERSON 3
education | ORGANIZATION 1 OTHER 24 OTHER: 14
educators | PERSON 2 OTHER 2
effect | OTHER 29 OTHER: 14
effective | OTHER: 1
effectiveness | OTHER 1 OTHER: 1
effects | OTHER 16 OTHER: 6
efficiencies | OTHER: 2
efficiency | OTHER 8 OTHER: 4
effort | ORGANIZATION 2 ORGANIZATION:Other 2 OTHER 75 OTHER: 9
efforts | OTHER 75 OTHER: 20
egg | OTHER 1
eggs | OTHER 1 OTHER: 10
ego | OTHER 2 OTHER: 1
eh | OTHER 6
eight | PERSON 3 FACILITY 2 OTHER 14 OTHER: 1
eight hundred | OTHER 4
eighteen | PERSON: 1 OTHER 2
eighteen ninety-eight | OTHER 3
eighths | OTHER 3
eighties | OTHER 2
eighty fifty-nine | OTHER 1
eighty nine | OTHER 1
eighty-nine | OTHER 1
either | OTHER 1 OTHER: 2
elderly | PERSON 3 PERSON: 1
elders | PERSON 3
elect | PERSON: 1 OTHER 3 OTHER: 2
elected | OTHER 1
election | OTHER 89 OTHER: 98
elections | OTHER 42 OTHER: 29
elector | PERSON: 1
electorate | PERSON 2 OTHER: 1
electors | PERSON 10 PERSON: 10
electricity | OTHER 4 OTHER: 14
electrodes | OTHER 2
electronic | OTHER 1
electronics | OTHER 1 OTHER: 1
element | FACILITY 2 OTHER 7 OTHER: 2
elementary | OTHER 1
elements | ORGANIZATION 1 PERSON 2 FACILITY 3 OTHER 11 OTHER: 1
elephant | OTHER: 6
elephantiasis | OTHER 1
elephants | OTHER 1 OTHER: 3
elevator | OTHER 1
eleven | OTHER 2
eligibility | OTHER: 1
elimination | OTHER 8
elite | PERSON 8
else. | OTHER 1
elses | OTHER: 1
em | OTHER 3
emancipation | OTHER 2
embargo | OTHER 10 OTHER: 1
embarrassment | OTHER 5
embassies | ORGANIZATION 2 FACILITY 3
embassy | ORGANIZATION 5 FACILITY:Building 4 FACILITY 5
embers | OTHER 1
emblem | OTHER: 1
embrace | OTHER 5
embraces | OTHER 1
emergence | OTHER 5
emergencies | OTHER 2 OTHER: 1
emergency | OTHER 9 OTHER: 4
emigre | PERSON 2
emigres | PERSON 14
emissary | PERSON 1 PERSON: 1
emissions | OTHER 17
emoticon | OTHER 1
emotion | OTHER 4 OTHER: 1
emotions | OTHER 2
emperor | PERSON 3
emperors | PERSON 1
emphasis | OTHER 6 OTHER: 4
empire | ORGANIZATION:Commercial 2 ORGANIZATION 4 GPE 3 FACILITY 1 OTHER 4
empires | OTHER 1
employee | PERSON 10 PERSON: 2
employee. | PERSON 1
employees | PERSON 63 PERSON: 10 OTHER 1
employer | ORGANIZATION:Commercial 1 ORGANIZATION 1 PERSON 1 OTHER 1
employers | ORGANIZATION 7 PERSON 7
employment | OTHER 1 OTHER: 2
empowerment | OTHER 1
empress | PERSON 1
empty | OTHER 2
enclave | GPE:Population-Center 1
encounter | OTHER 4 OTHER: 2
encounters | OTHER 1 OTHER: 1
encouragement | OTHER: 2
encryption | OTHER 2
encyclopedias | OTHER 2
end | LOCATION 2 OTHER 115 OTHER: 39
endeavor | OTHER 2
endeavors | OTHER 1
endeavour | OTHER 1
endedness | OTHER 1
ending | OTHER 2
endorsement | OTHER: 3
endorsements | OTHER: 2
endowment | ORGANIZATION 22 OTHER 1 OTHER: 1
endowments | OTHER 1
ends | OTHER 1
enemies | PERSON 4 GPE:Nation 1 GPE:Continent 1 GPE 3 OTHER 1
enemy | PERSON 2 PERSON: 2 GPE:Nation 1 GPE 6
energized | OTHER: 1
energy | ORGANIZATION:Commercial 1 ORGANIZATION 1 OTHER 9 OTHER: 5
enforcement | ORGANIZATION 1 OTHER 4 OTHER: 1
enforcers | PERSON 3
engagement | OTHER 2 OTHER: 1
engagements | OTHER 1
engaging | OTHER: 1
engine | ORGANIZATION:Commercial 1 OTHER 9 OTHER: 1
engineer | PERSON 3 PERSON: 2
engineering | OTHER 2 OTHER: 1
engineers | PERSON 3 PERSON: 1 OTHER 2
engines | OTHER 2 OTHER: 4
engrossed | OTHER: 1
enhancement | OTHER 1 OTHER: 1
enjoyment | OTHER 1 OTHER: 1
enlightenment | OTHER 1 OTHER: 1
enmity | OTHER 2
enough | OTHER 1
enough. .. | OTHER 1
enquiry | OTHER 1
enrollment | OTHER 2
enshrined | OTHER 1
ensued | OTHER 1
ensured | OTHER 1
ent | OTHER: 1
entendre | OTHER 1
enterprise | ORGANIZATION 5 OTHER 2 OTHER: 5
enterprises | PERSON: 1 ORGANIZATION:Commercial 33 ORGANIZATION 11 OTHER: 5
entertainer | PERSON 1 OTHER: 1
entertainers | PERSON 1
entertainment | OTHER 8 OTHER: 1
enthusiasm | OTHER 4
enthusiast | PERSON: 1
enthusiasts | PERSON 1 PERSON: 1
entities | ORGANIZATION 3 GPE 1
entity | ORGANIZATION:Commercial 1 ORGANIZATION 3 GPE 1 LOCATION 1 OTHER: 1
entourage | PERSON 3
entrance | OTHER 7
entree | OTHER 3
entrees | OTHER 3
entrepreneur | PERSON 3 PERSON: 1
entrepreneurs | PERSON 1 PERSON: 1 OTHER 1
entrepreneurship | OTHER: 1
entry | OTHER 9 OTHER: 1
envelope | OTHER: 3
envelopes | OTHER: 2
environment | GPE 1 OTHER 13 OTHER: 26
environmental | OTHER: 1
environmentalist | PERSON 1
environmentalists | PERSON 3 PERSON: 1
envoy | PERSON 6 PERSON: 4 OTHER 2
envoys | PERSON 1
envy | OTHER 2
enzymes | OTHER 1
epicenter | GPE 1
epidemic | OTHER 5 OTHER: 2
epidemiologist | PERSON 1
epidemiologists | PERSON 2
epidemiology | OTHER 1
epinephrine | OTHER: 3
episode | OTHER 2 OTHER: 3
episodes | OTHER 5
equality | OTHER 2 OTHER: 3
equalizer | OTHER 1
equals | OTHER 1
equation | OTHER 1 OTHER: 2
equator | LOCATION 1
equilibrium | OTHER 2 OTHER: 1
equipment | OTHER 64 OTHER: 13
equities | OTHER 1
equity | OTHER 2
equivalent | PERSON 1 ORGANIZATION 2 OTHER 4 OTHER: 1
era | OTHER 21 OTHER: 3
erosion | OTHER 2
error | OTHER 4 OTHER: 5
errors | OTHER 4
ers | OTHER: 1
erythropoietin | OTHER 1
es | OTHER 1
escalation | OTHER 2 OTHER: 4
escape | OTHER 5
escort | PERSON 1 OTHER: 1
escorts | PERSON 4
espionage | OTHER 15
essay | OTHER 1
essays | OTHER 1
essence | OTHER 3 OTHER: 2
est | OTHER: 1
estabishment | OTHER 1
establishment | PERSON 2 ORGANIZATION:Government 1 ORGANIZATION 4 OTHER 5 OTHER: 2
establishments | ORGANIZATION 2
estate | FACILITY 2 FACILITY:Other 1 LOCATION 1 OTHER 6 OTHER: 1
estimate | OTHER 2
estimated | OTHER 12 OTHER: 3
estimates | OTHER 11 OTHER: 2
estimation | OTHER 2
estuaries | LOCATION:Water-Body 1
etc. | ORGANIZATION:Commercial 2 GPE:Other 1
ethics | OTHER 5
ethnic | OTHER 1
ethnicity | OTHER 1
eucalyptus | OTHER 1
euphoria | OTHER 2 OTHER: 1
euro | OTHER 6
europeans | PERSON: 1 GPE 1
euros | OTHER 1
eurowings | ORGANIZATION 1
evacuation | OTHER 3 OTHER: 1
evacuations | OTHER 3
evaluation | OTHER 5
evaluations | OTHER 2
evasion | OTHER 3
evasions | OTHER 1
eve | OTHER 9
even | OTHER 1
even more | OTHER 1
even one | OTHER 1
evening | OTHER 67 OTHER: 19
event | OTHER 44 OTHER: 11
events | OTHER 44 OTHER: 6
